gene,chr,start,stop,lead_or_lag
YNL264C,chrXIV,145563,146615,-
YNL263C,chrXIV,146896,147840,-
YNL262W,chrXIV,148212,154880,+
YNL261W,chrXIV,155100,156539,+
YNL260C,chrXIV,156859,157455,-
YNL259C,chrXIV,157644,157865,-
YNL258C,chrXIV,158109,160373,-
YNL257C,chrXIV,160631,164320,-
YNL256W,chrXIV,164623,167097,+
YNL255C,chrXIV,167329,167790,-
YNL254C,chrXIV,168043,169248,-
YNL253W,chrXIV,170018,171286,+
YNL252C,chrXIV,171441,172286,-
YNL251C,chrXIV,172588,174315,-
YNL250W,chrXIV,175410,179348,+
YNL249C,chrXIV,179394,181022,-
YNL248C,chrXIV,181361,182608,-
YNL247W,chrXIV,182875,185178,+
YNL246W,chrXIV,185460,186349,+
YNL245C,chrXIV,186346,186885,-
YNL244C,chrXIV,187170,187496,-
YNL243W,chrXIV,188051,190957,+
YNL242W,chrXIV,191324,196102,+
YNL241C,chrXIV,196426,197943,-
YNL240C,chrXIV,198502,199977,-
YNL239W,chrXIV,200569,201933,+
YNL238W,chrXIV,202428,204872,+
YNL237W,chrXIV,205188,206567,+
YNL236W,chrXIV,206930,209854,+
YNL235C,chrXIV,209548,209979,-
YNL234W,chrXIV,210233,211513,+
YNL233W,chrXIV,211922,214600,+
YNL232W,chrXIV,214923,215801,+
YNL231C,chrXIV,215987,217042,-
YNL230C,chrXIV,217523,218662,-
YNL229C,chrXIV,219137,220201,-
YNL228W,chrXIV,220645,221421,+
YNL227C,chrXIV,220659,222431,-
YNL226W,chrXIV,222239,222649,+
YNL225C,chrXIV,222724,224469,-
YNL224C,chrXIV,224796,227099,-
YNL223W,chrXIV,227370,228854,+
YNL222W,chrXIV,229094,229714,+
YNL221C,chrXIV,231068,233695,-
YNL220W,chrXIV,234413,235714,+
YNL219C,chrXIV,235996,237663,-
YNL218W,chrXIV,238238,240001,+
YNL217W,chrXIV,240331,241311,+
YNL216W,chrXIV,241689,244172,+
YNL215W,chrXIV,244468,245430,+
YNL214W,chrXIV,245617,246216,+
YNL213C,chrXIV,246460,247104,-
YNL212W,chrXIV,247461,249809,+
YNL211C,chrXIV,250055,250315,-
YNL210W,chrXIV,250931,251743,+
YNL209W,chrXIV,252059,253900,+
YNL208W,chrXIV,254418,255017,+
YNL207W,chrXIV,255353,256630,+
YNL206C,chrXIV,256788,258155,-
YNL205C,chrXIV,258155,258577,-
YNL204C,chrXIV,258375,259277,-
YNL203C,chrXIV,259439,260050,-
YNL202W,chrXIV,259578,260456,+
YNL201C,chrXIV,260627,263203,-
YNL200C,chrXIV,263713,264453,-
YNL199C,chrXIV,264926,266530,-
YNL198C,chrXIV,266514,266816,-
YNL197C,chrXIV,267608,269593,-
YNL196C,chrXIV,270275,271171,-
YNL195C,chrXIV,271523,272308,-
YNL194C,chrXIV,272710,273615,-
YNL193W,chrXIV,274368,276044,+
YNL192W,chrXIV,276502,279897,+
YNL191W,chrXIV,280432,281505,+
YNL190W,chrXIV,282395,283009,+
YNL189W,chrXIV,284260,285888,+
YNL188W,chrXIV,286308,287609,+
YNL187W,chrXIV,287994,289067,+
YNL186W,chrXIV,289498,291876,+
YNL185C,chrXIV,292193,292669,-
YNL184C,chrXIV,292557,292883,-
YNL183C,chrXIV,293137,295509,-
YNL182C,chrXIV,295960,297627,-
YNL181W,chrXIV,298335,299558,+
YNL180C,chrXIV,299654,300649,-
YNL179C,chrXIV,300666,301103,-
YNL178W,chrXIV,302680,303402,+
YNL177C,chrXIV,303686,304615,-
YNL176C,chrXIV,305070,306980,-
YNL175C,chrXIV,307401,308612,-
YNL174W,chrXIV,308074,308646,+
YNL173C,chrXIV,308957,310057,-
YNL172W,chrXIV,310636,315882,+
YNL171C,chrXIV,315629,315997,-
YNL170W,chrXIV,315978,316373,+
YNL169C,chrXIV,316169,317671,-
YNL168C,chrXIV,318030,318809,-
YNL167C,chrXIV,319416,321359,-
YNL166C,chrXIV,322219,323565,-
YNL165W,chrXIV,323832,325052,+
YNL164C,chrXIV,325265,326320,-
YNL163C,chrXIV,326741,330073,-
YNL162W-A,chrXIV,330329,330547,+
YNL162W,chrXIV,331322,332154,+
YNL161W,chrXIV,332597,334867,+
YNL160W,chrXIV,336545,337609,+
YNL159C,chrXIV,338478,339347,-
YNL158W,chrXIV,339612,340208,+
YNL157W,chrXIV,340352,340858,+
YNL156C,chrXIV,341069,341968,-
YNL155W,chrXIV,342516,343340,+
YNL154C,chrXIV,343636,345276,-
YNL153C,chrXIV,345669,346058,-
YNL152W,chrXIV,346313,347542,+
YNL151C,chrXIV,347766,348521,-
YNL150W,chrXIV,349251,349658,+
YNL149C,chrXIV,349367,349756,-
YNL148C,chrXIV,349907,350671,-
YNL147W,chrXIV,350940,351383,+
YNL146C-A,chrXIV,351386,351580,-
YNL146W,chrXIV,351715,352017,+
YNL145W,chrXIV,352414,352530,+
YNL144C,chrXIV,352820,355042,-
YNL144W-A,chrXIV,353061,353144,+
YNL143C,chrXIV,356794,357186,-
YNL142W,chrXIV,357453,358952,+
YNL141W,chrXIV,359596,360639,+
YNL140C,chrXIV,360917,361486,-
YNL139C,chrXIV,360924,365717,-
YNL138W-A,chrXIV,366033,366412,+
YNL138W,chrXIV,366741,368321,+
YNL137C,chrXIV,368595,370055,-
YNL136W,chrXIV,370368,371645,+
YNL135C,chrXIV,371882,372226,-
YNL134C,chrXIV,372451,373581,-
YNL133C,chrXIV,374171,374692,-
YNL132W,chrXIV,375321,378491,+
YNL131W,chrXIV,378767,379225,+
YNL130C,chrXIV,379558,380831,-
YNL130C-A,chrXIV,381245,381391,-
YNL129W,chrXIV,381480,382202,+
YNL128W,chrXIV,382359,383663,+
YNL127W,chrXIV,383987,386848,+
YNL126W,chrXIV,387227,389767,+
YNL125C,chrXIV,390146,392167,-
YNL124W,chrXIV,392892,394370,+
YNL123W,chrXIV,394685,397678,+
YNL122C,chrXIV,398023,398370,-
YNL121C,chrXIV,398684,400537,-
YNL120C,chrXIV,401033,401518,-
YNL119W,chrXIV,401040,402521,+
YNL118C,chrXIV,402652,405564,-
YNL117W,chrXIV,406358,408022,+
YNL116W,chrXIV,408341,409909,+
YNL115C,chrXIV,410119,412053,-
YNL114C,chrXIV,412684,413055,-
YNL113W,chrXIV,412771,413199,+
YNL112W,chrXIV,413639,416281,+
YNL111C,chrXIV,416940,417302,-
YNL110C,chrXIV,417826,418488,-
YNL109W,chrXIV,418964,419509,+
YNL108C,chrXIV,419014,419826,-
YNL107W,chrXIV,420098,420778,+
YNL106C,chrXIV,420944,424495,-
YNL105W,chrXIV,424155,424583,+
YNL104C,chrXIV,424895,426754,-
YNL103W-A,chrXIV,426719,426808,+
YNL103W,chrXIV,427735,429753,+
YNL102W,chrXIV,430087,434493,+
YNL101W,chrXIV,434999,437140,+
YNL100W,chrXIV,437613,438317,+
YNL099C,chrXIV,438567,439283,-
YNL098C,chrXIV,439602,440570,-
YNL097C-B,chrXIV,440797,440919,-
YNL097C,chrXIV,441366,442358,-
YNL097W-A,chrXIV,441431,441586,+
YNL096C,chrXIV,443398,444315,-
YNL095C,chrXIV,444912,446840,-
YNL094W,chrXIV,447611,449374,+
YNL093W,chrXIV,449868,450530,+
YNL092W,chrXIV,450871,452073,+
YNL091W,chrXIV,452408,456130,+
YNL090W,chrXIV,456565,457143,+
YNL089C,chrXIV,456693,457169,-
YNL088W,chrXIV,457704,461990,+
YNL087W,chrXIV,462411,465947,+
YNL086W,chrXIV,466334,466642,+
YNL085W,chrXIV,467131,469623,+
YNL084C,chrXIV,470053,471102,-
YNL083W,chrXIV,471377,472861,+
YNL082W,chrXIV,473391,476012,+
YNL081C,chrXIV,476188,476619,-
YNL080C,chrXIV,476932,478032,-
YNL079C,chrXIV,478566,479165,-
YNL078W,chrXIV,479768,480991,+
YNL077W,chrXIV,481391,482977,+
YNL076W,chrXIV,483556,485310,+
YNL075W,chrXIV,485607,486479,+
YNL074C,chrXIV,486766,488124,-
YNL073W,chrXIV,488386,490116,+
YNL072W,chrXIV,490317,491240,+
YNL071W,chrXIV,491523,492971,+
YNL070W,chrXIV,493366,493548,+
YNL069C,chrXIV,493956,495001,-
YNL068C,chrXIV,495701,498289,-
YNL067W-A,chrXIV,498538,498684,+
YNL067W-B,chrXIV,499417,499557,+
YNL067W,chrXIV,499681,500256,+
YNL066W,chrXIV,501157,502777,+
YNL065W,chrXIV,503724,505484,+
YNL064C,chrXIV,505868,507097,-
YNL063W,chrXIV,507758,508702,+
YNL062C,chrXIV,508776,510212,-
YNL061W,chrXIV,510540,512396,+
YNL059C,chrXIV,512668,514935,-
YNL058C,chrXIV,515763,516713,-
YNL057W,chrXIV,516403,516735,+
YNL056W,chrXIV,517249,517842,+
YNL055C,chrXIV,517994,518845,-
YNL054W,chrXIV,526086,529583,+
YNL053W,chrXIV,529942,531411,+
YNL052W,chrXIV,531725,532186,+
YNL051W,chrXIV,532659,533870,+
YNL050C,chrXIV,534079,534982,-
YNL049C,chrXIV,535281,537911,-
YNL048W,chrXIV,538173,539819,+
YNL047C,chrXIV,539911,541881,-
YNL046W,chrXIV,542304,542822,+
YNL045W,chrXIV,542963,544978,+
YNL044W,chrXIV,545268,545877,+
YNL043C,chrXIV,545589,545909,-
YNL042W-B,chrXIV,547113,547370,+
YNL042W,chrXIV,548100,549290,+
YNL041C,chrXIV,549468,551987,-
YNL040W,chrXIV,553380,554750,+
YNL039W,chrXIV,555048,556832,+
YNL038W,chrXIV,557020,557783,+
YNL037C,chrXIV,557920,559002,-
YNL036W,chrXIV,559814,560479,+
YNL035C,chrXIV,568522,569691,-
YNL034W,chrXIV,570477,572315,+
YNL033W,chrXIV,572999,573853,+
YNL032W,chrXIV,574506,575351,+
YNL031C,chrXIV,575640,576050,-
YNL030W,chrXIV,576727,577038,+
YNL029C,chrXIV,577205,578773,-
YNL028W,chrXIV,578679,578996,+
YNL027W,chrXIV,579580,581616,+
YNL026W,chrXIV,581920,583374,+
YNL025C,chrXIV,584320,585291,-
YNL024C-A,chrXIV,586602,586820,-
YNL024C,chrXIV,587107,587847,-
YNL023C,chrXIV,588263,591160,-
YNL022C,chrXIV,591427,592899,-
YNL021W,chrXIV,593227,595347,+
YNL020C,chrXIV,595623,597539,-
YNL019C,chrXIV,598376,599230,-
YNL018C,chrXIV,599936,601774,-
YNL017C,chrXIV,602138,602476,-
YNL016W,chrXIV,602907,604268,+
YNL015W,chrXIV,605384,605611,+
YNL014W,chrXIV,606319,609453,+
YNL013C,chrXIV,609133,609510,-
YNL012W,chrXIV,609686,611665,+
YNL011C,chrXIV,611836,613170,-
YNL010W,chrXIV,613635,614360,+
YNL009W,chrXIV,614821,616083,+
YNL008C,chrXIV,616211,618241,-
YNL007C,chrXIV,618507,619565,-
YNL006W,chrXIV,620067,620978,+
YNL005C,chrXIV,621313,622428,-
YNL004W,chrXIV,622915,624621,+
YNL003C,chrXIV,624975,625829,-
YNL002C,chrXIV,626174,627142,-
YNL001W,chrXIV,627456,628616,+
YNR001C,chrXIV,629622,631061,-
YNR001W-A,chrXIV,631263,631481,+
YNR002C,chrXIV,633008,633856,-
YNR003C,chrXIV,634344,635297,-
YNR003W-A,chrXIV,634420,634518,+
YNR004W,chrXIV,635943,636383,+
YNR005C,chrXIV,636931,637335,-
YNR006W,chrXIV,636986,638854,+
YNR007C,chrXIV,639182,640114,-
YNR008W,chrXIV,640396,642381,+
YNR009W,chrXIV,642690,643439,+
YNR010W,chrXIV,643744,644193,+
YNR011C,chrXIV,644320,646950,-
YNR012W,chrXIV,647432,648937,+
YNR013C,chrXIV,649028,651712,-
YNR014W,chrXIV,652465,653103,+
YNR015W,chrXIV,653387,654541,+
YNR016C,chrXIV,654673,661374,-
YNR017W,chrXIV,662913,663581,+
YNR018W,chrXIV,664270,664944,+
YNR019W,chrXIV,665339,667267,+
YNR020C,chrXIV,667410,668222,-
YNR021W,chrXIV,668377,669591,+
YNR022C,chrXIV,669774,670193,-
YNR023W,chrXIV,670418,672118,+
YNR024W,chrXIV,672409,672969,+
YNR025C,chrXIV,672702,673061,-
YNR026C,chrXIV,673274,674689,-
YNR027W,chrXIV,674923,675876,+
YNR028W,chrXIV,676177,677103,+
YNR029C,chrXIV,677199,678488,-
YNR030W,chrXIV,678799,680454,+
YNR031C,chrXIV,680694,685433,-
YNR032W,chrXIV,686010,687116,+
YNR032C-A,chrXIV,687243,687464,-
YNR033W,chrXIV,687635,689998,+
YNR034W,chrXIV,690321,691286,+
YNR034W-A,chrXIV,692561,692857,+
YNR035C,chrXIV,693019,694047,-
YNR036C,chrXIV,694361,694822,-
YNR037C,chrXIV,695052,695327,-
YNR038W,chrXIV,695595,697484,+
YNR039C,chrXIV,697614,699431,-
YNR040W,chrXIV,699690,700460,+
YNR041C,chrXIV,700541,701659,-
YNR042W,chrXIV,701238,701666,+
YNR043W,chrXIV,701895,703085,+
YNR044W,chrXIV,703699,705876,+
YNR045W,chrXIV,706139,707608,+
YNR046W,chrXIV,707788,708195,+
YNR047W,chrXIV,708523,711204,+
YNR048W,chrXIV,711630,712811,+
YNR049C,chrXIV,713023,713655,-
YNR050C,chrXIV,714048,715388,-
YNR051C,chrXIV,716780,718327,-
YNR052C,chrXIV,719346,720647,-
YNR053C,chrXIV,721120,723112,-
YNR054C,chrXIV,723356,724306,-
YNR055C,chrXIV,728426,730186,-
YNR056C,chrXIV,731618,733303,-
YNR057C,chrXIV,733356,734069,-
YNR058W,chrXIV,734291,735733,+
YNR059W,chrXIV,736803,738545,+
YNR060W,chrXIV,739951,742110,+
YNR061C,chrXIV,742881,743540,-
YNR062C,chrXIV,744360,745343,-
YNR063W,chrXIV,746943,748766,+
YNR064C,chrXIV,749136,750008,-
YNR065C,chrXIV,750350,753700,-
YNR066C,chrXIV,753725,755035,-
YNR067C,chrXIV,755746,759099,-
YNR068C,chrXIV,760067,760885,-
YNR069C,chrXIV,761123,762592,-
YNR070W,chrXIV,765375,769376,+
YNR071C,chrXIV,770440,771468,-
YNR072W,chrXIV,772657,774351,+
YNR073C,chrXIV,774792,776300,-
YNR074C,chrXIV,777602,778738,-
YNR075W,chrXIV,779916,781040,+
YNR075C-A,chrXIV,781511,781603,-
YNR076W,chrXIV,781918,782280,+
YNR077C,chrXIV,783287,783541,-
YOL166W-A,chrXV,585,740,+
YOL166C,chrXV,1000,1338,-
YOL165C,chrXV,1647,2078,-
YOL164W-A,chrXV,4130,4312,+
YOL164W,chrXV,6175,8115,+
YOL163W,chrXV,9597,10106,+
YOL162W,chrXV,10119,10766,+
YOL161C,chrXV,11549,11911,-
YOL160W,chrXV,14313,14654,+
YOL159C-A,chrXV,15233,15505,-
YOL159C,chrXV,17281,17796,-
YOL158C,chrXV,19491,21311,-
YOL157C,chrXV,22525,24294,-
YOL156W,chrXV,25273,26976,+
YOL155W-A,chrXV,27084,27218,+
YOL155C,chrXV,28703,31606,-
YOL154W,chrXV,34658,35407,+
YOL152W,chrXV,40748,42610,+
YOL151W,chrXV,43694,44722,+
YOL150C,chrXV,44473,44784,-
YOL149W,chrXV,44938,45633,+
YOL148C,chrXV,45760,47574,-
YOL147C,chrXV,47933,48643,-
YOL146W,chrXV,48864,49448,+
YOL145C,chrXV,49555,52788,-
YOL144W,chrXV,53098,54552,+
YOL143C,chrXV,54595,55104,-
YOL142W,chrXV,55558,56280,+
YOL141W,chrXV,56452,58539,+
YOL140W,chrXV,58759,60030,+
YOL139C,chrXV,60383,61024,-
YOL138C,chrXV,61325,65350,-
YOL137W,chrXV,65621,67114,+
YOL136C,chrXV,67561,68754,-
YOL135C,chrXV,69376,70044,-
YOL134C,chrXV,70156,70545,-
YOL133W,chrXV,70325,70690,+
YOL132W,chrXV,71300,72715,+
YOL131W,chrXV,73031,73357,+
YOL130W,chrXV,74400,76979,+
YOL129W,chrXV,77560,78114,+
YOL128C,chrXV,78352,79479,-
YOL127W,chrXV,80348,81190,+
YOL126C,chrXV,81787,82920,-
YOL125W,chrXV,83834,85264,+
YOL124C,chrXV,85456,86757,-
YOL123W,chrXV,87844,89448,+
YOL122C,chrXV,89692,91419,-
YOL121C,chrXV,92026,92850,-
YOL120C,chrXV,93395,94402,-
YOL119C,chrXV,94856,96361,-
YOL118C,chrXV,96608,96916,-
YOL117W,chrXV,97551,99488,+
YOL116W,chrXV,99809,100957,+
YOL115W,chrXV,101475,103229,+
YOL114C,chrXV,103317,103925,-
YOL113W,chrXV,104326,106293,+
YOL112W,chrXV,106710,108188,+
YOL111C,chrXV,108258,108896,-
YOL110W,chrXV,109176,109889,+
YOL109W,chrXV,110297,110638,+
YOL108C,chrXV,111431,111886,-
YOL107W,chrXV,112102,113130,+
YOL106W,chrXV,113226,113579,+
YOL105C,chrXV,114138,115808,-
YOL104C,chrXV,116396,117454,-
YOL103W,chrXV,124001,125830,+
YOL102C,chrXV,125997,126689,-
YOL101C,chrXV,126982,127920,-
YOL100W,chrXV,129237,132482,+
YOL099C,chrXV,132017,132508,-
YOL098C,chrXV,132725,135838,-
YOL097W-A,chrXV,136220,136405,+
YOL097C,chrXV,136527,137825,-
YOL096C,chrXV,138107,139045,-
YOL095C,chrXV,139227,141347,-
YOL094C,chrXV,141584,142555,-
YOL093W,chrXV,142815,143696,+
YOL092W,chrXV,144204,145130,+
YOL091W,chrXV,145334,147163,+
YOL090W,chrXV,147382,150276,+
YOL089C,chrXV,150398,153490,-
YOL088C,chrXV,153912,154745,-
YOL087C,chrXV,155287,158637,-
YOL086W-A,chrXV,159173,159445,+
YOL086C,chrXV,159548,160594,-
YOL085W-A,chrXV,161579,161791,+
YOL085C,chrXV,161673,162014,-
YOL084W,chrXV,162356,165331,+
YOL083W,chrXV,165714,166952,+
YOL083C-A,chrXV,166461,166601,-
YOL082W,chrXV,168727,169974,+
YOL081W,chrXV,171070,180309,+
YOL080C,chrXV,180558,181427,-
YOL079W,chrXV,181057,181455,+
YOL078W,chrXV,181682,185212,+
YOL077W-A,chrXV,185438,185644,+
YOL077C,chrXV,185848,186723,-
YOL076W,chrXV,187024,189414,+
YOL075C,chrXV,189658,193542,-
YOL073C,chrXV,193832,194800,-
YOL072W,chrXV,194970,196337,+
YOL071W,chrXV,196507,196995,+
YOL070C,chrXV,197220,198725,-
YOL069W,chrXV,198942,200297,+
YOL068C,chrXV,200368,201879,-
YOL067C,chrXV,201985,202518,-
YOL066C,chrXV,202696,204471,-
YOL065C,chrXV,204731,205885,-
YOL064C,chrXV,206103,207176,-
YOL063C,chrXV,207392,210265,-
YOL062C,chrXV,210520,211995,-
YOL061W,chrXV,212244,213734,+
YOL060C,chrXV,214017,216137,-
YOL059W,chrXV,217126,218448,+
YOL058W,chrXV,219211,220473,+
YOL057W,chrXV,220767,222902,+
YOL056W,chrXV,223268,224179,+
YOL055C,chrXV,224420,226075,-
YOL054W,chrXV,228614,229834,+
YOL053W,chrXV,230085,231272,+
YOL052C-A,chrXV,231570,231755,-
YOL052C,chrXV,232446,233636,-
YOL051W,chrXV,234940,238185,+
YOL050C,chrXV,237882,238202,-
YOL049W,chrXV,238619,240094,+
YOL048C,chrXV,240204,241310,-
YOL047C,chrXV,241614,242747,-
YOL046C,chrXV,243466,244140,-
YOL045W,chrXV,243497,246802,+
YOL044W,chrXV,247150,248301,+
YOL043C,chrXV,248392,249534,-
YOL042W,chrXV,249825,250916,+
YOL041C,chrXV,251267,252646,-
YOL040C,chrXV,253149,253577,-
YOL039W,chrXV,254297,254617,+
YOL038C-A,chrXV,254926,255021,-
YOL038W,chrXV,255337,256101,+
YOL037C,chrXV,256666,257019,-
YOL036W,chrXV,256745,259030,+
YOL035C,chrXV,258803,259105,-
YOL034W,chrXV,259923,263204,+
YOL033W,chrXV,263475,265085,+
YOL032W,chrXV,265429,266169,+
YOL031C,chrXV,266264,267529,-
YOL030W,chrXV,268187,269641,+
YOL029C,chrXV,269815,270420,-
YOL028C,chrXV,270633,271370,-
YOL027C,chrXV,272003,273724,-
YOL026C,chrXV,274012,274353,-
YOL025W,chrXV,274957,276939,+
YOL024W,chrXV,277086,277604,+
YOL023W,chrXV,278056,280086,+
YOL022C,chrXV,280272,281498,-
YOL021C,chrXV,282421,285426,-
YOL020W,chrXV,286172,287950,+
YOL019W-A,chrXV,288420,288572,+
YOL019W,chrXV,288898,290553,+
YOL018C,chrXV,290881,292074,-
YOL017W,chrXV,292529,294673,+
YOL016C,chrXV,294777,296120,-
YOL015W,chrXV,297078,298838,+
YOL014W,chrXV,299693,300067,+
YOL013W-B,chrXV,300690,300980,+
YOL013W-A,chrXV,301047,301238,+
YOL013C,chrXV,301380,303035,-
YOL012C,chrXV,303579,303983,-
YOL011W,chrXV,305349,307409,+
YOL010W,chrXV,307938,309041,+
YOL009C,chrXV,309324,310139,-
YOL008W,chrXV,310312,310935,+
YOL007C,chrXV,311342,312367,-
YOL006C,chrXV,313078,315387,-
YOL005C,chrXV,315813,316175,-
YOL004W,chrXV,316938,321548,+
YOL003C,chrXV,321858,322994,-
YOL002C,chrXV,323411,324364,-
YOL001W,chrXV,325249,326130,+
YOR001W,chrXV,326832,329033,+
YOR002W,chrXV,329417,331051,+
YOR003W,chrXV,331455,332891,+
YOR004W,chrXV,333592,334356,+
YOR005C,chrXV,334509,337343,-
YOR006C,chrXV,337680,338621,-
YOR007C,chrXV,338938,339978,-
YOR008C,chrXV,341278,342414,-
YOR008C-A,chrXV,342857,343081,-
YOR008W-B,chrXV,343929,344030,+
YOR009W,chrXV,344335,345798,+
YOR010C,chrXV,346195,346950,-
YOR011W,chrXV,349679,353863,+
YOR011W-A,chrXV,355652,355858,+
YOR012W,chrXV,356543,356956,+
YOR013W,chrXV,356751,357221,+
YOR014W,chrXV,357674,359947,+
YOR015W,chrXV,359993,360352,+
YOR016C,chrXV,360461,361084,-
YOR017W,chrXV,361412,363814,+
YOR018W,chrXV,364369,366882,+
YOR019W,chrXV,368127,370319,+
YOR020C,chrXV,370524,370844,-
YOR020W-A,chrXV,371685,371957,+
YOR021C,chrXV,372798,373439,-
YOR022C,chrXV,373710,375857,-
YOR023C,chrXV,376012,377712,-
YOR024W,chrXV,377847,378170,+
YOR025W,chrXV,378219,379562,+
YOR026W,chrXV,379781,380806,+
YOR027W,chrXV,381053,382822,+
YOR028C,chrXV,383533,384420,-
YOR029W,chrXV,384600,384935,+
YOR030W,chrXV,386825,388684,+
YOR031W,chrXV,389213,389422,+
YOR032C,chrXV,389771,391075,-
YOR032W-A,chrXV,392176,392376,+
YOR033C,chrXV,392416,394524,-
YOR034C,chrXV,394837,397086,-
YOR034C-A,chrXV,397426,397668,-
YOR035C,chrXV,397735,400104,-
YOR036W,chrXV,400348,401214,+
YOR037W,chrXV,401555,402655,+
YOR038C,chrXV,402761,405388,-
YOR039W,chrXV,405768,406544,+
YOR040W,chrXV,407064,407921,+
YOR041C,chrXV,408358,408789,-
YOR042W,chrXV,408425,409660,+
YOR043W,chrXV,410870,412330,+
YOR044W,chrXV,413007,413480,+
YOR045W,chrXV,413852,414037,+
YOR046C,chrXV,414459,415907,-
YOR047C,chrXV,416347,417681,-
YOR048C,chrXV,418630,421650,-
YOR049C,chrXV,422668,423732,-
YOR050C,chrXV,424270,424617,-
YOR051C,chrXV,424846,426084,-
YOR052C,chrXV,426772,427224,-
YOR053W,chrXV,427817,428158,+
YOR054C,chrXV,427833,429857,-
YOR055W,chrXV,429478,429912,+
YOR056C,chrXV,430247,431626,-
YOR057W,chrXV,432186,433373,+
YOR058C,chrXV,433688,436345,-
YOR059C,chrXV,438906,440258,-
YOR060C,chrXV,440390,441163,-
YOR061W,chrXV,441534,442553,+
YOR062C,chrXV,442725,443531,-
YOR063W,chrXV,444686,445849,+
YOR064C,chrXV,446079,446738,-
YOR065W,chrXV,447439,448368,+
YOR066W,chrXV,449436,451325,+
YOR067C,chrXV,451729,453462,-
YOR069W,chrXV,453768,455795,+
YOR068C,chrXV,453869,454213,-
YOR070C,chrXV,455907,457820,-
YOR071C,chrXV,459480,461276,-
YOR072W,chrXV,461502,461816,+
YOR072W-A,chrXV,461791,462039,+
YOR072W-B,chrXV,464469,464630,+
YOR073W,chrXV,464771,466543,+
YOR074C,chrXV,466675,467589,-
YOR073W-A,chrXV,467390,467623,+
YOR075W,chrXV,468212,469252,+
YOR076C,chrXV,469377,471620,-
YOR077W,chrXV,471899,472597,+
YOR078W,chrXV,472725,473369,+
YOR079C,chrXV,473475,474416,-
YOR080W,chrXV,474594,476792,+
YOR081C,chrXV,476939,479188,-
YOR082C,chrXV,479296,479637,-
YOR083W,chrXV,479533,480420,+
YOR084W,chrXV,480587,481750,+
YOR085W,chrXV,482033,483085,+
YOR086C,chrXV,483219,486779,-
YOR087W,chrXV,487707,489734,+
YOR089C,chrXV,490196,490828,-
YOR090C,chrXV,491123,492841,-
YOR091W,chrXV,493433,494470,+
YOR092W,chrXV,495127,496968,+
YOR093C,chrXV,497506,502452,-
YOR094W,chrXV,502795,503346,+
YOR095C,chrXV,503552,504328,-
YOR096W,chrXV,505794,506767,+
YOR097C,chrXV,506978,507505,-
YOR098C,chrXV,507948,511178,-
YOR099W,chrXV,511825,513006,+
YOR100C,chrXV,513295,514278,-
YOR101W,chrXV,515244,516173,+
YOR102W,chrXV,516423,516773,+
YOR103C,chrXV,516449,516841,-
YOR104W,chrXV,517642,518490,+
YOR105W,chrXV,518195,518521,+
YOR106W,chrXV,519121,519972,+
YOR107W,chrXV,521353,522282,+
YOR108W,chrXV,523027,524841,+
YOR108C-A,chrXV,524605,524814,-
YOR109W,chrXV,525278,528601,+
YOR110W,chrXV,528941,530248,+
YOR111W,chrXV,530429,531127,+
YOR112W,chrXV,531508,533793,+
YOR113W,chrXV,534075,536819,+
YOR114W,chrXV,537570,538454,+
YOR115C,chrXV,538659,539465,-
YOR116C,chrXV,539763,544145,-
YOR117W,chrXV,545029,546333,+
YOR118W,chrXV,546857,548560,+
YOR119C,chrXV,548792,550246,-
YOR120W,chrXV,551114,552052,+
YOR121C,chrXV,551798,552103,-
YOR122C,chrXV,552298,552887,-
YOR123C,chrXV,553176,554570,-
YOR124C,chrXV,554824,558642,-
YOR125C,chrXV,559030,559731,-
YOR126C,chrXV,559961,560677,-
YOR127W,chrXV,561170,564193,+
YOR128C,chrXV,564476,566191,-
YOR129C,chrXV,566877,569558,-
YOR130C,chrXV,569929,570807,-
YOR131C,chrXV,572182,572838,-
YOR132W,chrXV,573175,574830,+
YOR133W,chrXV,575098,577626,+
YOR134W,chrXV,578564,579793,+
YOR135C,chrXV,580159,580500,-
YOR136W,chrXV,580250,581359,+
YOR137C,chrXV,581813,583681,-
YOR138C,chrXV,584309,586324,-
YOR139C,chrXV,586950,587342,-
YOR140W,chrXV,586981,589281,+
YOR141C,chrXV,589942,592587,-
YOR142W,chrXV,593057,594046,+
YOR143C,chrXV,601383,602342,-
YOR144C,chrXV,602717,605092,-
YOR145C,chrXV,605347,606171,-
YOR146W,chrXV,605873,606178,+
YOR147W,chrXV,606607,608475,+
YOR148C,chrXV,608640,609197,-
YOR149C,chrXV,609838,611388,-
YOR150W,chrXV,611999,612490,+
YOR151C,chrXV,612997,616671,-
YOR152C,chrXV,617518,618288,-
YOR153W,chrXV,619840,624375,+
YOR154W,chrXV,624729,626492,+
YOR155C,chrXV,626628,627980,-
YOR156C,chrXV,628360,630540,-
YOR157C,chrXV,630966,631751,-
YOR158W,chrXV,632164,633120,+
YOR159C,chrXV,633282,633566,-
YOR160W,chrXV,633839,636757,+
YOR161C,chrXV,636939,638558,-
YOR161W-A,chrXV,637574,637654,+
YOR161W-B,chrXV,637975,638235,+
YOR161C-C,chrXV,639121,639267,-
YOR162C,chrXV,639560,641992,-
YOR163W,chrXV,642741,643307,+
YOR164C,chrXV,643394,644332,-
YOR165W,chrXV,644566,646896,+
