gene,domain_start,domain_end
YJR133W,14,136
YJR134C,587,699
YJR134C,158,229
YJR135W-A,23,84
YJR136C,62,330
YJR137C,909,968
YJR137C,1341,1423
YJR137C,684,826
YJR137C,1004,1192
YJR137C,1211,1282
YJR138W,207,485
YJR138W,1202,1271
YJR139C,12,142
YJR139C,151,353
YJR141W,7,341
YJR142W,57,153
YJR142W,163,294
YJR143C,58,305
YJR143C,541,755
YJR143C,343,504
YJR144W,100,269
YJR147W,13,101
YJR148W,75,327
YJR149W,29,388
YJR150C,25,116
YJR151C,25,116
YJR152W,90,467
YJR153W,43,361
YJR154W,56,262
YJR155W,3,252
YJR156C,16,238
YJR158W,63,522
YJR159W,181,315
YJR159W,31,141
YJR160C,102,560
YJR161C,68,167
YJR161C,256,353
YJR162C,33,116
YKL001C,24,180
YKL002W,21,188
YKL003C,3,98
YKL004W,138,310
YKL005C,74,133
YKL005C,244,357
YKL005C,314,588
YKL006W,54,128
YKL007W,11,264
YKL008C,110,167
YKL008C,173,377
YKL009W,19,119
YKL010C,1151,1482
YKL011C,69,315
YKL012W,203,254
YKL012W,134,185
YKL012W,4,29
YKL012W,358,410
YKL012W,43,70
YKL013C,1,167
YKL014C,1460,1684
YKL014C,61,390
YKL015W,33,68
YKL015W,394,619
YKL016C,6,146
YKL017C,207,434
YKL017C,444,650
YKL018C-A,4,66
YKL018W,104,141
YKL018W,17,50
YKL019W,93,119
YKL019W,52,78
YKL019W,129,153
YKL019W,163,186
YKL020C,508,580
YKL020C,695,771
YKL021C,137,188
YKL021C,98,132
YKL021C,193,231
YKL021C,349,384
YKL022C,635,702
YKL022C,361,389
YKL022C,242,322
YKL022C,709,741
YKL024C,21,178
YKL026C,4,111
YKL027W,72,340
YKL028W,11,118
YKL028W,122,170
YKL029C,166,345
YKL029C,355,608
YKL032C,361,428
YKL032C,434,499
YKL033W-A,10,200
YKL034W,698,752
YKL035W,53,464
YKL038W,45,84
YKL039W,156,447
YKL040C,24,115
YKL040C,157,225
YKL041W,22,189
YKL042W,63,137
YKL043W,208,253
YKL045W,223,504
YKL046C,31,395
YKL047W,33,333
YKL047W,462,506
YKL048C,163,404
YKL049C,98,225
YKL050C,349,465
YKL051W,10,286
YKL052C,10,73
YKL053C-A,7,71
YKL054C,24,61
YKL055C,6,51
YKL055C,113,240
YKL056C,1,162
YKL058W,6,53
YKL058W,56,118
YKL059C,5,78
YKL060C,19,357
YKL062W,573,596
YKL064W,810,965
YKL064W,659,747
YKL065C,1,188
YKL067W,6,139
YKL068W,816,955
YKL068W,429,509
YKL068W,287,373
YKL068W,6,75
YKL068W,132,210
YKL069W,62,173
YKL070W,1,162
YKL071W,10,203
YKL073W,76,674
YKL077W,143,347
YKL078W,613,720
YKL078W,282,414
YKL078W,478,566
YKL078W,88,243
YKL079W,36,364
YKL080W,11,386
YKL081W,3,71
YKL081W,250,356
YKL081W,120,196
YKL082C,197,405
YKL082C,8,58
YKL084W,17,93
YKL085W,18,163
YKL085W,165,331
YKL086W,11,126
YKL087C,5,218
YKL088W,310,498
YKL089W,3,46
YKL089W,439,526
YKL090W,57,95
YKL090W,9,49
YKL091C,105,269
YKL091C,36,73
YKL092C,359,430
YKL092C,542,720
YKL093W,1,339
YKL094W,38,287
YKL095W,1,252
YKL096W,194,211
YKL096W-A,23,40
YKL099C,10,250
YKL100C,145,509
YKL101W,153,368
YKL103C,59,501
YKL104C,77,160
YKL104C,395,521
YKL104C,565,699
YKL106W,45,441
YKL107W,26,134
YKL108W,7,73
YKL108W,79,453
YKL109W,65,80
YKL110C,1,309
YKL112W,275,440
YKL112W,8,119
YKL113C,145,231
YKL113C,1,107
YKL114C,34,251
YKL116C,193,508
YKL119C,64,197
YKL120W,19,113
YKL120W,229,314
YKL120W,127,222
YKL121W,314,349
YKL121W,174,201
YKL122C,3,77
YKL124W,231,326
YKL125W,47,617
YKL126W,349,602
YKL126W,623,663
YKL127W,193,299
YKL127W,310,430
YKL127W,493,534
YKL127W,16,159
YKL128C,57,273
YKL129C,39,702
YKL129C,1127,1174
YKL129C,760,955
YKL130C,18,222
YKL134C,287,764
YKL135C,27,551
YKL137W,31,97
YKL138C,10,131
YKL138C-A,6,52
YKL139W,185,469
YKL140W,107,402
YKL141W,72,193
YKL142W,1,219
YKL143W,7,440
YKL144C,9,77
YKL144C,79,211
YKL145W,246,378
YKL146W,295,687
YKL148C,505,640
YKL148C,54,450
YKL149C,293,354
YKL149C,4,234
YKL150W,56,154
YKL150W,164,272
YKL151C,35,305
YKL152C,144,210
YKL152C,4,123
YKL154W,37,221
YKL155C,126,326
YKL155C,465,545
YKL156W,28,82
YKL157W,614,928
YKL157W,102,485
YKL159C,15,202
YKL160W,2,79
YKL161C,24,318
YKL162C,91,351
YKL163W,68,83
YKL163W,92,109
YKL163W,202,213
YKL163W,128,145
YKL163W,164,181
YKL163W,146,163
YKL163W,110,127
YKL163W,183,199
YKL164C,64,81
YKL164C,203,219
YKL164C,83,100
YKL164C,126,143
YKL164C,145,162
YKL164C,164,181
YKL164C,183,199
YKL164C,102,119
YKL165C,225,312
YKL165C,442,874
YKL166C,88,342
YKL167C,48,105
YKL168C,443,712
YKL170W,1,138
YKL171W,452,615
YKL172W,172,423
YKL173W,4,98
YKL173W,132,323
YKL173W,856,947
YKL173W,743,853
YKL173W,482,578
YKL174C,61,530
YKL175W,12,497
YKL178C,10,289
YKL179C,409,637
YKL180W,20,151
YKL181W,297,421
YKL181W,5,120
YKL182W,1285,1405
YKL182W,1523,1647
YKL182W,1018,1074
YKL182W,159,387
YKL182W,1663,2037
YKL183W,83,241
YKL184W,330,458
YKL184W,93,321
YKL185W,499,535
YKL186C,13,184
YKL187C,21,639
YKL188C,101,383
YKL188C,490,680
YKL189W,14,354
YKL190W,92,160
YKL190W,62,80
YKL190W,26,47
YKL191W,69,400
YKL192C,63,118
YKL193C,245,260
YKL193C,117,210
YKL194C,114,337
YKL194C,349,456
YKL195W,307,343
YKL196C,46,114
YKL196C,138,193
YKL197C,109,183
YKL197C,734,860
YKL197C,458,589
YKL198C,199,503
YKL201C,490,746
YKL203C,1955,2052
YKL203C,836,995
YKL203C,1468,1848
YKL203C,2444,2474
YKL203C,2123,2370
YKL205W,102,274
YKL206C,4,196
YKL207W,2,197
YKL209C,375,533
YKL209C,1070,1218
YKL209C,717,992
YKL209C,27,304
YKL210W,19,406
YKL210W,417,917
YKL210W,192,259
YKL210W,928,1020
YKL210W,261,329
YKL210W,606,856
YKL211C,15,197
YKL211C,217,482
YKL212W,58,342
YKL213C,467,712
YKL213C,4,40
YKL213C,90,125
YKL213C,333,441
YKL213C,211,247
YKL213C,128,165
YKL214C,66,131
YKL214C,148,201
YKL215C,242,535
YKL215C,7,223
YKL215C,747,1283
YKL216W,5,296
YKL217W,127,562
YKL218C,19,305
YKL219W,285,379
YKL219W,96,195
YKL220C,537,690
YKL220C,431,532
YKL220C,281,396
YKL221W,44,382
YKL222C,22,57
YKL222C,200,461
YKL224C,26,117
YKL225W,32,115
YKR001C,258,541
YKR001C,32,249
YKR001C,613,704
YKR002W,8,351
YKR002W,81,154
YKR002W,353,531
YKR003W,53,393
YKR006C,125,228
YKR007W,14,91
YKR008W,75,142
YKR008W,207,279
YKR009C,776,887
YKR009C,11,195
YKR009C,323,512
YKR010C,82,153
YKR013W,198,311
YKR014C,5,194
YKR016W,139,360
YKR016W,406,536
YKR017C,245,314
YKR017C,331,378
YKR017C,179,223
YKR018C,36,629
YKR020W,85,159
YKR021W,347,518
YKR022C,87,319
YKR023W,174,227
YKR024C,481,558
YKR024C,168,360
YKR024C,640,700
YKR025W,66,281
YKR026C,17,292
YKR027W,521,563
YKR027W,90,407
YKR028W,266,762
YKR029C,120,165
YKR030W,41,271
YKR031C,1094,1118
YKR031C,791,818
YKR034W,31,64
YKR035W-A,15,180
YKR036C,317,348
YKR036C,355,391
YKR036C,65,124
YKR036C,519,555
YKR036C,416,450
YKR037C,5,292
YKR038C,54,350
YKR039W,94,558
YKR042W,111,353
YKR043C,9,193
YKR044W,170,320
YKR044W,59,144
YKR048C,96,362
YKR049C,4,120
YKR050W,302,845
YKR051W,14,270
YKR052C,118,203
YKR052C,22,109
YKR052C,207,304
YKR053C,114,236
YKR054C,2732,2933
YKR054C,1222,1626
YKR054C,3378,3597
YKR054C,220,754
YKR054C,1758,1978
YKR054C,2070,2207
YKR054C,3018,3346
YKR054C,2391,2651
YKR054C,3786,4084
YKR055W,74,238
YKR056W,426,638
YKR056W,164,227
YKR057W,1,80
YKR058W,9,258
YKR060W,31,249
YKR061W,65,373
YKR062W,125,186
YKR063C,7,161
YKR064W,18,55
YKR065C,38,194
YKR066C,104,321
YKR067W,58,298
YKR068C,30,179
YKR069W,327,533
YKR070W,244,342
YKR070W,16,114
YKR071C,247,341
YKR071C,6,130
YKR072C,265,488
YKR074W,34,155
YKR076W,45,183
YKR076W,234,324
YKR078W,356,579
YKR078W,128,242
YKR079C,7,68
YKR080W,8,121
YKR080W,144,209
YKR081C,35,235
YKR082W,74,475
YKR083C,6,129
YKR084C,7,83
YKR084C,502,609
YKR084C,167,361
YKR085C,32,192
YKR086W,890,980
YKR086W,562,693
YKR086W,760,845
YKR086W,357,511
YKR087C,157,319
YKR088C,155,272
YKR089C,282,479
YKR089C,148,274
YKR090W,556,616
YKR092C,334,404
YKR093W,155,532
YKR095W,1000,1125
YKR095W-A,12,85
YKR096W,1027,1175
YKR097W,32,500
YKR098C,298,704
YKR099W,116,159
YKR099W,171,212
YKR101W,3,125
YKR101W,465,585
YKR102W,937,980
YKR102W,996,1037
YKR102W,122,270
YKR103W,962,1207
YKR103W,437,609
YKR103W,669,819
YKR104W,50,217
YKR105C,44,315
YKR106W,70,490
YLL001W,31,245
YLL001W,255,540
YLL001W,665,755
YLL002W,3,411
YLL003W,810,913
YLL003W,518,797
YLL003W,235,518
YLL005C,475,748
YLL005C,35,210
YLL006W,95,420
YLL007C,450,595
YLL008W,475,574
YLL008W,256,425
YLL009C,19,65
YLL010C,258,414
YLL011W,350,375
YLL011W,377,461
YLL011W,65,96
YLL011W,298,332
YLL011W,105,149
YLL012W,179,241
YLL013C,611,640
YLL013C,763,794
YLL013C,683,716
YLL013C,718,741
YLL013C,575,606
YLL013C,646,674
YLL014W,26,104
YLL015W,299,565
YLL015W,981,1249
YLL015W,1319,1484
YLL015W,659,795
YLL016W,752,942
YLL016W,582,677
YLL017W,35,70
YLL018C,109,196
YLL018C,229,551
YLL019C,314,720
YLL021W,1328,1446
YLL021W,94,121
YLL021W,44,71
YLL023C,27,263
YLL024C,4,607
YLL025W,26,117
YLL026W,607,768
YLL026W,775,857
YLL026W,99,149
YLL026W,18,43
YLL026W,209,326
YLL027W,147,246
YLL028W,157,533
YLL029W,108,268
YLL029W,466,680
YLL029W,687,749
YLL029W,282,460
YLL031C,218,309
YLL034C,242,374
YLL034C,570,699
YLL035W,246,449
YLL036C,74,137
YLL038C,12,141
YLL039C,231,302
YLL039C,79,150
YLL039C,307,378
YLL039C,155,226
YLL039C,3,74
YLL040C,2206,2484
YLL040C,2,114
YLL040C,610,846
YLL040C,2741,2919
YLL040C,146,381
YLL041C,35,141
YLL041C,178,251
YLL042C,68,134
YLL043W,245,527
YLL045C,120,207
YLL046C,37,107
YLL048C,473,649
YLL048C,1084,1328
YLL048C,712,862
YLL048C,1398,1567
YLL050C,14,135
YLL051C,442,543
YLL051C,550,691
YLL051C,287,402
YLL053C,5,124
YLL054C,14,47
YLL055W,67,431
YLL056C,3,219
YLL057C,115,385
YLL058W,302,564
YLL060C,22,99
YLL060C,151,220
YLL061W,77,539
YLL062C,18,320
YLL063C,149,465
YLL064C,22,114
YLL065W,33,116
YLL066C,211,370
YLL066C,439,542
YLL067C,439,542
YLR001C,46,146
YLR001C,482,602
YLR002C,473,649
YLR002C,137,227
YLR003C,56,270
YLR004C,86,451
YLR005W,403,456
YLR005W,129,325
YLR006C,506,575
YLR007W,19,258
YLR007W,271,324
YLR009W,1,64
YLR011W,1,155
YLR013W,72,105
YLR014C,32,68
YLR014C,287,606
YLR016C,106,188
YLR017W,34,289
YLR018C,40,187
YLR019W,228,382
YLR020C,151,211
YLR021W,1,174
YLR022C,107,230
YLR022C,14,101
YLR023C,252,529
YLR024C,98,169
YLR025W,22,206
YLR026C,285,337
YLR026C,1,20
YLR027C,31,405
YLR028C,17,131
YLR028C,136,460
YLR029C,2,187
YLR032W,913,961
YLR032W,996,1115
YLR032W,440,847
YLR032W,176,283
YLR033W,45,121
YLR034C,32,404
YLR035C,251,357
YLR035C,24,79
YLR035C-A,680,880
YLR035C-A,63,181
YLR036C,25,184
YLR037C,26,117
YLR038C,16,76
YLR039C,765,1044
YLR040C,41,127
YLR043C,6,101
YLR044C,5,177
YLR044C,401,505
YLR044C,201,324
YLR046C,40,242
YLR047C,119,232
YLR048W,116,181
YLR048W,17,112
YLR050C,10,160
YLR051C,96,190
YLR056W,187,311
YLR057W,192,847
YLR058C,18,416
YLR059C,56,226
YLR060W,104,267
YLR060W,298,365
YLR061W,11,117
YLR063W,72,362
YLR064W,17,265
YLR065C,1,171
YLR066W,5,179
YLR068W,6,146
YLR069C,69,346
YLR069C,467,539
YLR069C,541,661
YLR069C,663,749
YLR069C,388,454
YLR070C,31,142
YLR070C,182,313
YLR071C,89,291
YLR072W,407,556
YLR072W,164,269
YLR074C,48,74
YLR075W,13,166
YLR077W,374,403
YLR077W,514,542
YLR078C,154,218
YLR080W,69,267
YLR081W,74,534
YLR083C,73,621
YLR084C,911,1213
YLR085C,2,430
YLR086W,155,1405
YLR086W,686,799
YLR088W,117,595
YLR089C,189,568
YLR090W,132,377
YLR090W,159,234
YLR090W,10,74
YLR091W,9,248
YLR092W,137,544
YLR093C,6,144
YLR093C,169,250
YLR096W,100,377
YLR096W,1104,1147
YLR098C,214,472
YLR098C,43,76
YLR099C,74,381
YLR100W,4,238
YLR102C,86,170
YLR103C,28,646
YLR105C,259,336
YLR106C,1363,1409
YLR106C,2183,2272
YLR106C,810,896
YLR106C,1743,1879
YLR106C,1078,1214
YLR106C,648,703
YLR106C,311,432
YLR106C,1466,1558
YLR109W,6,173
YLR110C,32,75
YLR113W,23,301
YLR114C,9,401
YLR115W,761,856
YLR115W,20,211
YLR116W,298,313
YLR116W,33,143
YLR116W,162,191
YLR117C,186,211
YLR118C,2,224
YLR119W,58,202
YLR120C,83,477
YLR121C,63,396
YLR126C,104,212
YLR127C,575,735
YLR127C,784,844
YLR128W,145,263
YLR128W,15,53
YLR129W,471,501
YLR129W,156,190
YLR129W,385,418
YLR129W,568,600
YLR129W,606,643
YLR129W,648,684
YLR129W,802,909
YLR129W,115,149
YLR130C,25,418
YLR132C,75,286
YLR133W,170,437
YLR133W,95,139
YLR134W,406,507
YLR134W,5,177
YLR134W,202,334
YLR135W,685,745
YLR136C,170,195
YLR136C,208,233
YLR138W,21,438
YLR138W,466,864
YLR138W,899,944
YLR139C,146,343
YLR142W,126,454
YLR143W,1,231
YLR143W,332,416
YLR144C,92,773
YLR146C,13,258
YLR147C,10,73
YLR148W,214,378
YLR148W,585,739
YLR149C,392,431
YLR150W,2,53
YLR151C,38,193
YLR152C,13,534
YLR153C,547,637
YLR153C,98,538
YLR153C,40,96
YLR155C,35,226
YLR157C-B,663,781
YLR157C-B,17,114
YLR157C-B,1280,1480
YLR163C,189,380
YLR163C,37,183
YLR164W,27,159
YLR165C,15,172
YLR166C,121,859
YLR167W,3,74
YLR167W,102,146
YLR168C,15,171
YLR170C,4,145
YLR172C,1,238
YLR174W,5,399
YLR175W,197,263
YLR175W,19,76
YLR175W,80,196
YLR175W,267,339
YLR176C,282,358
YLR177W,472,565
YLR178C,52,208
YLR179C,50,181
YLR180W,239,376
YLR180W,5,102
YLR180W,117,237
YLR181C,6,165
YLR182W,317,343
YLR182W,469,496
YLR183C,118,168
YLR185W,3,54
YLR186W,43,246
YLR187W,103,218
YLR188W,104,382
YLR188W,451,602
YLR189C,973,1135
YLR189C,743,879
YLR189C,239,333
YLR189C,571,680
YLR190W,60,281
YLR191W,141,283
YLR191W,312,363
YLR192C,1,265
YLR193C,17,169
YLR195C,58,217
YLR195C,231,453
YLR196W,279,315
YLR197W,6,72
YLR197W,180,413
YLR199C,1,276
YLR200W,4,103
YLR201C,161,233
YLR203C,85,135
YLR204W,77,108
YLR205C,17,252
YLR206W,16,139
YLR207W,574,595
YLR207W,144,186
YLR207W,630,663
YLR207W,376,396
YLR208W,45,83
YLR208W,198,234
YLR209C,41,307
YLR210W,338,452
YLR210W,210,335
YLR212C,4,213
YLR212C,263,390
YLR213C,150,324
YLR214W,413,519
YLR214W,528,665
YLR214W,261,374
YLR215C,27,328
YLR216C,8,174
YLR220W,101,318
YLR221C,160,205
YLR222C,666,813
YLR222C,567,603
YLR222C,137,176
YLR222C,488,519
YLR222C,180,224
YLR222C,527,561
YLR222C,607,645
YLR222C,383,415
YLR223C,678,788
YLR225C,265,406
YLR225C,65,261
YLR227W-B,17,114
YLR227W-B,1280,1480
YLR227W-B,663,781
YLR228C,508,638
YLR228C,42,80
YLR229C,5,175
YLR231C,163,361
YLR233C,224,507
YLR233C,82,209
YLR234W,3,155
YLR234W,171,625
YLR237W,34,467
YLR238W,137,192
YLR239C,126,262
YLR240W,685,821
YLR240W,53,184
YLR240W,295,534
YLR241W,437,704
YLR241W,33,201
YLR241W,223,423
YLR242C,2,258
YLR243W,8,255
YLR244C,22,67
YLR244C,137,365
YLR245C,10,114
YLR246W,172,289
YLR247C,294,711
YLR247C,1239,1276
YLR247C,1365,1474
YLR248W,163,478
YLR249W,446,572
YLR249W,685,925
YLR251W,115,176
YLR253W,166,288
YLR256W,63,96
YLR256W-A,17,114
YLR258W,12,683
YLR259C,44,548
YLR260W,271,400
YLR262C,12,173
YLR262C-A,3,64
YLR263W,124,822
YLR264W,6,66
YLR265C,14,179
YLR266C,29,63
YLR266C,189,492
YLR268W,35,114
YLR268W,130,213
YLR270W,160,282
YLR270W,11,130
YLR271W,43,85
YLR271W,221,273
YLR272C,993,1152
YLR272C,351,430
YLR272C,67,235
YLR273C,207,330
YLR274W,29,108
YLR274W,148,301
YLR274W,354,688
YLR275W,41,104
YLR276C,41,221
YLR276C,259,418
YLR277C,251,375
YLR277C,393,462
YLR277C,533,777
YLR277C,20,196
YLR278C,39,69
YLR278C,311,579
YLR281C,45,130
YLR283W,103,271
YLR284C,21,198
YLR285W,60,220
YLR286C,29,336
YLR286C,501,540
YLR287C,52,326
YLR287C-A,3,58
YLR288C,1,237
YLR289W,538,644
YLR289W,249,318
YLR289W,449,534
YLR289W,45,225
YLR290C,6,79
YLR291C,33,358
YLR293C,14,170
YLR295C,23,90
YLR298C,1,38
YLR299W,125,653
YLR300W,104,269
YLR301W,4,241
YLR303W,6,436
YLR304C,579,708
YLR304C,63,500
YLR305C,1348,1543
YLR305C,1642,1847
YLR306W,57,170
YLR307W,111,221
YLR308W,120,231
YLR309C,867,906
YLR310C,1310,1489
YLR310C,77,119
YLR310C,1120,1213
YLR312W-A,84,222
YLR313C,91,116
YLR314C,116,418
YLR315W,4,65
YLR316C,168,272
YLR318W,283,410
YLR319C,365,776
YLR320W,758,1022
YLR321C,201,273
YLR321C,274,400
YLR323C,198,236
YLR323C,141,165
YLR324W,60,403
YLR325C,2,77
YLR326W,62,165
YLR328W,169,359
YLR330W,167,248
YLR330W,6,52
YLR330W,78,165
YLR332W,179,329
YLR333C,4,104
YLR335W,598,718
YLR335W,2,71
YLR336C,645,772
YLR336C,336,539
YLR337C,85,111
YLR337C,29,53
YLR340W,5,103
YLR340W,229,311
YLR342W,808,1630
YLR342W,301,408
YLR343W,405,471
YLR343W,28,343
YLR344W,9,122
YLR344W,53,83
YLR345W,73,290
YLR345W,362,504
YLR347C,26,106
YLR347C,383,438
YLR348C,108,198
YLR348C,19,95
YLR348C,206,289
YLR350W,69,203
YLR351C,12,272
YLR354C,26,327
YLR355C,248,392
YLR355C,75,240
YLR357W,299,361
YLR357W,409,525
YLR357W,39,106
YLR359W,375,457
YLR359W,37,305
YLR361C,248,501
YLR362W,120,227
YLR362W,19,81
YLR362W,493,712
YLR363W-A,1,75
YLR364W,20,83
YLR367W,7,130
YLR368W,14,60
YLR369W,30,644
YLR370C,1,178
YLR371W,432,501
YLR371W,664,844
YLR371W,881,1011
YLR371W,1041,1332
YLR372W,72,313
YLR376C,7,227
YLR377C,21,208
YLR378C,76,458
YLR378C,41,75
YLR380W,164,312
YLR380W,83,130
YLR382C,50,187
YLR382C,236,379
YLR382C,441,601
YLR383W,84,349
YLR384C,18,988
YLR386W,573,746
YLR386W,60,156
YLR387C,187,285
YLR388W,7,54
YLR389C,432,712
YLR389C,716,898
YLR389C,248,423
YLR389C,85,221
YLR390W-A,21,84
YLR393W,25,279
YLR394W,54,92
YLR395C,9,74
YLR396C,31,688
YLR397C,553,682
YLR397C,282,412
YLR398C,333,481
YLR398C,653,768
YLR398C,1109,1282
YLR398C,823,1083
YLR399C,528,587
YLR399C,321,403
YLR399C,164,240
YLR401C,297,481
YLR401C,501,575
YLR405W,42,347
YLR406C,6,87
YLR407W,174,220
YLR409C,216,288
YLR409C,578,613
YLR409C,699,937
YLR410W,539,1047
YLR410W,397,490
YLR410W-A,17,114
YLR410W-B,659,777
YLR410W-B,1295,1495
YLR410W-B,579,641
YLR410W-B,17,114
YLR411W,20,210
YLR412W,57,113
YLR413W,9,628
YLR414C,8,239
YLR417W,8,95
YLR417W,323,549
YLR417W,111,170
YLR418C,235,385
YLR419W,609,767
YLR419W,1171,1358
YLR419W,851,978
YLR419W,1043,1102
YLR419W,426,528
YLR421C,13,103
YLR422W,1478,1817
YLR423C,8,403
YLR424W,61,105
YLR425W,950,1274
YLR425W,490,655
YLR426W,72,257
YLR427W,195,247
YLR429W,178,210
YLR429W,352,392
YLR429W,131,169
YLR429W,4,69
YLR429W,77,110
YLR430W,106,859
YLR430W,1634,1831
YLR430W,1334,1626
YLR432W,36,512
YLR432W,180,232
YLR432W,124,170
YLR433C,113,320
YLR435W,32,110
YLR436C,110,488
YLR436C,525,1223
YLR437C,38,61
YLR438C-A,7,77
YLR438W,18,421
YLR439W,68,159
YLR440C,7,686
YLR441C,15,221
YLR442C,50,187
YLR443W,30,308
YLR446W,213,423
YLR446W,9,205
YLR447C,13,341
YLR448W,71,176
YLR449W,301,389
YLR450W,213,360
YLR450W,10,159
YLR450W,644,1021
YLR451W,36,75
YLR452C,421,536
YLR452C,290,354
YLR454W,2185,2472
YLR454W,23,921
YLR454W,1298,1456
YLR454W,1717,2173
YLR454W,1178,1280
YLR454W,939,1100
YLR454W,2503,2588
YLR455W,6,95
YLR456W,9,93
YLR457C,1,319
YLR459W,12,360
YLR460C,186,276
YLR461W,22,114
YLR462W,3,88
YLR466W,388,547
YLR466W,616,719
YML001W,10,177
YML002W,13,77
YML004C,23,164
YML004C,183,319
YML005W,254,325
YML007W,345,646
YML007W,67,105
YML008C,305,369
YML008C,124,222
YML010W,902,993
YML010W,287,372
YML010W,180,280
YML011C,72,141
YML012W,21,206
YML013W,18,60
YML013W,429,569
YML014W,51,141
YML015C,126,197
YML016C,413,604
YML016C,363,411
YML019W,34,329
YML021C,152,322
YML022W,33,150
YML023C,1,516
YML024W,1,116
YML025C,58,273
YML027W,177,233
YML028W,158,192
YML028W,5,137
YML030W,31,81
YML031W,21,640
YML032C,19,164
YML034W,464,820
YML034W,14,48
YML035C,355,761
YML036W,19,179
YML038C,7,152
YML039W,17,114
YML039W,663,781
YML039W,1280,1480
YML042W,74,656
YML043C,173,383
YML045W,663,781
YML045W,1280,1480
YML045W,17,114
YML045W-A,17,114
YML047C,9,276
YML048W,1,383
YML049C,1002,1327
YML049C,147,678
YML050W,62,306
YML051W,18,147
YML052W,10,205
YML054C,92,162
YML054C,212,559
YML055W,14,169
YML056C,37,513
YML056C,181,233
YML056C,125,171
YML057W,138,362
YML059C,1373,1535
YML059C,962,1054
YML060W,127,279
YML060W,7,126
YML061C,236,443
YML061C,459,542
YML062C,42,159
YML063W,17,221
YML064C,25,185
YML065W,475,620
YML065W,49,187
YML067C,158,320
YML067C,4,92
YML068W,272,338
YML068W,388,432
YML069W,383,474
YML069W,79,327
YML070W,412,580
YML070W,17,330
YML071C,29,381
YML072C,666,755
YML072C,492,592
YML072C,1134,1231
YML072C,1434,1506
YML072C,816,897
YML073C,71,176
YML074C,319,407
YML075C,646,1025
YML075C,216,360
YML075C,10,160
YML077W,3,118
YML078W,35,180
YML079W,31,178
YML080W,32,344
YML081C-A,4,54
YML082W,375,634
YML085C,3,215
YML085C,264,392
YML086C,186,513
YML086C,23,159
YML087C,75,172
YML087C,183,287
YML088W,9,52
YML091C,164,280
YML092C,5,27
YML092C,28,214
YML093W,172,897
YML094W,24,141
YML095C,92,208
YML096W,415,521
YML096W,75,174
YML097C,412,450
YML097C,208,307
YML098W,9,101
YML099C,395,878
YML099C,19,58
YML100W,819,1053
YML100W,321,798
YML101C,75,114
YML102W,372,396
YML102W,64,99
YML102W,133,186
YML102W,11,43
YML103C,40,975
YML104C,793,899
YML104C,86,270
YML104C,993,1106
YML105C,100,196
YML106W,50,174
YML107C,85,212
YML108W,2,104
YML109W,854,904
YML110C,59,306
YML111W,86,524
YML111W,646,918
YML112W,226,289
YML114C,175,222
YML115C,171,480
YML116W,76,476
YML117W,199,560
YML117W,60,110
YML118W,112,485
YML120C,55,400
YML121W,8,250
YML123C,71,557
YML124C,264,392
YML124C,3,215
YML125C,75,172
YML125C,183,285
YML126C,217,490
YML126C,45,216
YML128C,447,482
YML128C,165,201
YML128C,239,276
YML128C,109,145
YML129C,2,56
YML130C,66,413
YML131W,29,121
YML131W,177,313
YML133C,380,539
YML133C,608,711
YML133C,3,88
YMR001C,521,585
YMR001C,82,337
YMR001C,622,691
YMR003W,69,103
YMR004W,157,242
YMR005W,144,383
YMR006C,101,587
YMR008C,99,586
YMR009W,3,156
YMR010W,253,309
YMR011W,59,519
YMR012W,49,124
YMR012W,688,931
YMR012W,360,595
YMR014W,79,519
YMR015C,77,481
YMR018W,409,453
YMR019W,85,117
YMR019W,402,660
YMR020W,18,503
YMR021C,2,40
YMR022W,8,157
YMR023C,176,523
YMR023C,277,395
YMR023C,38,173
YMR024W,306,367
YMR026C,41,294
YMR027W,19,438
YMR028W,5,355
YMR029C,13,62
YMR030W,1,373
YMR031C,325,441
YMR032W,16,91
YMR033W,32,354
YMR034C,23,385
YMR035W,36,104
YMR036C,263,363
YMR037C,647,668
YMR037C,676,698
YMR038C,97,195
YMR038C,11,67
YMR039C,41,94
YMR040W,1,157
YMR041C,16,293
YMR042W,88,134
YMR043W,25,72
YMR044W,6,160
YMR045C,17,114
YMR045C,663,781
YMR045C,1280,1480
YMR046C,17,114
YMR047C,214,291
YMR047C,560,651
YMR047C,657,735
YMR047C,165,212
YMR047C,20,101
YMR047C,359,442
YMR047C,969,1108
YMR048W,53,136
YMR049C,165,426
YMR049C,428,464
YMR049C,716,750
YMR049C,766,805
YMR050C,663,781
YMR050C,1280,1480
YMR050C,17,114
YMR054W,32,885
YMR055C,40,253
YMR056C,217,304
YMR056C,10,106
YMR056C,116,210
YMR058W,157,301
YMR058W,362,502
YMR058W,32,146
YMR059W,9,128
YMR060C,186,326
YMR060C,6,162
YMR061W,413,596
YMR062C,36,441
YMR063W,7,169
YMR064W,50,448
YMR065W,2,504
YMR067C,273,350
YMR067C,6,71
YMR068W,9,60
YMR068W,76,129
YMR068W,141,172
YMR069W,142,245
YMR071C,30,141
YMR072W,116,181
YMR072W,43,110
YMR073C,128,199
YMR074C,8,118
YMR075W,262,308
YMR077C,16,186
YMR078C,179,255
YMR079W,37,78
YMR079W,105,267
YMR080C,408,506
YMR080C,616,812
