,median_tAI,median_deltaG,dlogPPR_dtAI,dlogPPR_ddeltaG
YMR120C,0.4888127716394376,-0.61685,1.864532333,-0.6504297355263227
YMR125W,0.4227864136424351,-0.8052699999999999,2.2975554085999996,-0.4986892801047714
YMR128W,0.41210553211026973,-1.1551099999999999,3.1015506997999993,-0.47414269178517965
YMR131C,0.44586053507716783,-0.508285,1.6150304213,-0.5517177645036455
YMR139W,0.3820681874235916,-0.39274000000000003,1.3494872132,-0.4051114669731497
YMR142C,0.6485999026272563,-0.22341,0.9603363938,-1.0176493242199078
YMR145C,0.4539659646214465,-0.57677,1.7724212786,-0.5703455005737159
YMR146C,0.4601466104359454,-0.35084,1.2531934712,-0.584549737171681
YMR149W,0.4290941935570332,-0.30427,1.1461672286,-0.5131856937489025
YMR152W,0.45303886324241593,-0.34075,1.230004835,-0.5682148547264554
YMR153W,0.3706263363286316,-0.46549,1.5166798082000001,-0.3788160336237346
YMR158W,0.35087593410971096,-0.15102000000000002,0.7939711436000001,-0.33342605425225547
YMR162C,0.3748235148601357,-1.66602,4.2757138436,-0.3884619053812667
YMR178W,0.3753975460612996,-0.31157999999999997,1.1629669243999998,-0.3897811324071575
YMR183C,0.47811774118846506,-0.30329,1.1439150122,-0.6258506304445066
YMR186W,0.6181771721383412,-0.71466,2.0893173187999996,-0.947732413464893
YMR188C,0.4086611573784444,-0.22969,0.9747689641999999,-0.46622689866399325
YMR189W,0.40562766791016414,-1.03229,2.8192882321999995,-0.459255393837781
YMR193W,0.4295669794487985,-0.23775,0.993292295,-0.5142722408296397
YMR198W,0.36437640402830107,-0.55296,1.7177016128,-0.3644525642097609
YMR203W,0.4613161852287412,-0.43163999999999997,1.4388864151999998,-0.5872376305689884
YMR205C,0.5510960999724761,-1.0659100000000001,2.8965530438,-0.7935680350347452
YMR207C,0.366881536452449,-2.0841499999999997,5.236651846999999,-0.37020980944428916
YMR214W,0.4339316252619097,-0.45183,1.4852866694,-0.5243029825444157
YMR215W,0.4371540185010045,-0.5078550000000001,1.6140422039000002,-0.5317086222386385
YMR217W,0.5337529769464653,-0.5367799999999999,1.6805170604,-0.7537104165588275
YMR220W,0.3930741702485169,-0.47261000000000003,1.5330428498000002,-0.4304051965817365
YMR221C,0.3591247617463428,-0.47837,1.5462803666,-0.35238334495021006
YMR226C,0.4453065717408691,-0.26783999999999997,1.0624445312,-0.5504446570434305
YMR229C,0.46143937622918807,-1.6589,4.259350802,-0.5875207456623954
YMR235C,0.4386911051689238,-0.42303999999999997,1.4191220672,-0.5352411240771173
YMR237W,0.3995850286219028,-0.7165900000000001,2.0937528062,-0.4453683210782846
YMR238W,0.3978308144500712,-0.5363300000000001,1.6794828794000003,-0.44133682115286454
YMR241W,0.4797277104195837,-0.37292000000000003,1.3039372856,-0.6295506295320787
YMR246W,0.4436625554399565,-0.79389,2.2714021202,-0.5466664116609992
YMR247C,0.37835394746012335,-1.4191749999999999,3.7084196014999993,-0.3965754749739062
YMR250W,0.4061539104036179,-0.6468050000000001,1.9333743149000002,-0.4604647938113866
YMR255W,0.3837668739158656,-0.182,0.86516876,-0.40901535429596403
YMR256C,0.4143102754778781,-0.08122,0.6335581796,-0.4792095888977498
YMR261C,0.41713915615981306,-1.0738800000000002,2.9148695384,-0.4857108659033591
YMR264W,0.3844881152701109,-0.2606,1.045805708,-0.41067289675146346
YMR266W,0.4237534606134616,-0.94702,2.6233224236,-0.5009117281126452
YMR267W,0.3745458985618109,-0.34682,1.2439547876000001,-0.38782389315678256
YMR272C,0.4289315195755837,-0.42851,1.4316931118,-0.5128118396582149
YMR295C,0.4485899940914702,-0.25097,1.0236742346,-0.5579905526211351
YMR296C,0.4012793778844243,-0.57201,1.7614819418,-0.44926224066642617
YMR297W,0.4478385671518029,-0.62866,1.8916738388,-0.5562636382569304
YMR298W,0.4171855262691668,-0.15549000000000002,0.8042440082,-0.48581743276127365
YMR300C,0.44703902551933816,-0.5490349999999999,1.7086812562999998,-0.5544261476680326
YMR301C,0.3602989439717824,-0.70793,2.0738505673999996,-0.3550818270570709
YMR302C,0.4004236316799907,-0.83094,2.3565496892,-0.44729558185432094
YMR303C,0.5552305621031492,-0.422945,1.4189037401,-0.8030697732142156
YMR304W,0.3989010765423752,-1.23884,3.2939773111999995,-0.44379647608815587
YMR307W,0.4952853075029946,-0.5976800000000001,1.8204762224000002,-0.665304787997232
YMR308C,0.41389791214534977,-1.06446,2.8932206827999996,-0.47826190373419986
YMR309C,0.4878281543457387,-0.7454500000000001,2.160078281,-0.6481669077542898
YMR314W,0.4062968456420174,-0.29418,1.1229785924,-0.4607932847175715
YMR315W,0.473830108939721,-0.39449,1.3535090282,-0.6159968797630879
YNL002C,0.4727089945641128,-0.28846,1.1098330028,-0.6134203571273527
YNL003C,0.3413285917839613,-0.35381,1.2600190658000001,-0.3114845430660642
YNL004W,0.3700358553303924,-0.46670999999999996,1.5194835878,-0.37745900200320115
YNL005C,0.3961535516864595,-0.36286,1.2808175948,-0.43748216941478746
YNL007C,0.4252084186678933,-0.37531,1.3094299357999999,-0.5042554836141789
YNL010W,0.4821741038439577,-0.27226999999999996,1.0726254685999999,-0.6351728819721068
YNL015W,0.5458918349994075,-0.07976000000000001,0.6302028368,-0.7816076973589383
YNL016W,0.4922538831594479,-0.558685,1.7308586933,-0.6583380291993799
YNL026W,0.3612865978024051,-0.46868,1.5240110024,-0.3573516333375313
YNL035C,0.4213113164856311,-0.42458999999999997,1.4226842462,-0.4952992413209476
YNL036W,0.41163409695713793,-0.20998,0.9294718364,-0.4730592489449552
YNL037C,0.4745105200502312,-0.40208,1.3709522144,-0.6175605869690404
YNL040W,0.4050936322545369,-0.48375,1.558644575,-0.4580280837747315
YNL044W,0.4292350618932939,-0.21316,0.9367800488,-0.5135094345419302
YNL046W,0.3132520268915562,-0.23258,0.9814107044,-0.2469595431616366
YNL048W,0.39723557907911505,-0.52225,1.647124505,-0.4399688631280406
YNL052W,0.41032617857145903,-0.23462,0.9860989916,-0.47005341706935566
YNL055C,0.5158183738369104,-0.29984,1.1359862912,-0.7124934703845107
YNL061W,0.4694252979061218,-0.6095999999999999,1.8478705279999998,-0.605873831141891
YNL064C,0.5125218760735868,-0.44829,1.4771511122,-0.7049175251547957
YNL067W,0.6380152445192159,-0.25805,1.039945349,-0.9933238746491715
YNL069C,0.6258144300516124,-0.22875,0.972608675,-0.9652842068560146
YNL070W,0.4536853876935994,-0.08015,0.631099127,-0.5697006842896761
YNL071W,0.4690631170736749,-0.51871,1.6389889478,-0.6050414743963781
YNL076W,0.33602252248898073,-0.541815,1.6920883967000002,-0.2992902407337257
YNL079C,0.5530703439692701,-0.22638999999999998,0.9671849701999999,-0.7981052031032971
YNL085W,0.42469783842342695,-0.8452999999999999,2.3895515539999996,-0.5030820783079514
YNL088W,0.4117343827914208,-1.2915999999999999,3.4152292879999995,-0.4732897238435875
YNL090W,0.3681814314555971,-0.25203,1.0261103054,-0.3731972021426242
YNL096C,0.5950299768316566,-0.20596,0.9202331528000001,-0.8945359921549765
YNL099C,0.382314962917402,-0.27561,1.0803013898,-0.405678601477515
YNL110C,0.4392002733296045,-0.2066,0.921703988,-0.5364112841606303
YNL111C,0.5007153241034035,-0.16767500000000002,0.8322473315000001,-0.6777839435479598
YNL112W,0.5273070214029763,-0.6086900000000001,1.8457791842000002,-0.7388964504478919
YNL115C,0.3958480116262522,-0.6596900000000001,1.9629863642000003,-0.4367799833592203
YNL118C,0.37601079261909204,-0.8386,2.374153748,-0.3911904833813449
YNL121C,0.495490460859061,-0.54089,1.6899625802,-0.6657762673370768
YNL131W,0.4846666553476643,-0.25918,1.0425422924,-0.640901213986895
YNL132W,0.4472047475386741,-0.97773,2.6938995313999996,-0.5548070066984301
YNL134C,0.4604868673088104,-0.404315,1.3760886467,-0.5853317087117618
YNL135C,0.5897794421633918,-0.17848,0.8570791663999999,-0.8824693183910639
YNL137C,0.3899974451275596,-0.53122,1.6677391796,-0.4233343284432549
YNL138W,0.4481634350514375,-0.53777,1.6827922586,-0.5570102431665127
YNL144C,0.3633937787879769,-0.7225199999999999,2.1073810136,-0.36219431453495277
YNL149C,0.4416038476452307,-0.16203,0.8192741054,-0.5419351305813163
YNL154C,0.4109849463168121,-0.612635,1.8548455043,-0.4715673839263712
YNL160W,0.5199642146417254,-0.35719,1.2677869142,-0.7220213588053204
YNL168C,0.4098364398045517,-0.30201,1.1409733418,-0.4689279092300246
YNL178W,0.6419115059593811,-0.25742000000000004,1.0384974956000002,-1.0022781847657303
YNL183C,0.3627730701430062,-0.74002,2.1475991636,-0.36076781434125393
YNL185C,0.3529600108309732,-0.20902,0.9272655836,-0.33821563769152607
YNL186W,0.41138688349603936,-0.80295,2.292223631,-0.4724911079129277
YNL189W,0.45944200814084046,-0.5740599999999999,1.7661932107999998,-0.5829304342691166
YNL200C,0.3729449362147733,-0.2978,1.131298004,-0.3841445935100677
YNL201C,0.3737998939533894,-0.83199,2.3589627782,-0.3861094402858005
YNL207W,0.4093763737328308,-0.46396,1.5131635928,-0.4678705945853171
YNL209W,0.6455227107515014,-0.68469,2.0204408642,-1.0105773833948855
YNL216W,0.3870623936638976,-0.83689,2.3702238602,-0.4165890518704962
YNL219C,0.3833371977471241,-0.8654700000000001,2.4359058446,-0.40802788111848565
YNL220W,0.5018318773286761,-0.47396000000000005,1.5361453928000002,-0.6803499838392166
YNL229C,0.36649745551371576,-0.3822,1.325264396,-0.3693271223125113
YNL231C,0.4121573780002069,-0.38508,1.3318831543999998,-0.4742618429725155
YNL239W,0.46586180276479305,-0.4796,1.5491071280000002,-0.597684277877992
YNL241C,0.4238829936791278,-0.64109,1.9202402162,-0.5012094184134979
YNL243W,0.3902525770430125,-1.014515,2.7784380826999997,-0.4239206675087105
YNL244C,0.4637509500110028,-0.13521,0.7576369178,-0.5928331582962865
YNL247W,0.4808306730354015,-0.710865,2.0805957257,-0.6320854361564989
YNL248C,0.44920474635119234,-0.425515,1.4248100627,-0.5594033639693832
YNL251C,0.38225726619783335,-0.57483,1.7679628094,-0.40554600403053664
YNL252C,0.3791747027041992,-0.25823,1.0403590214,-0.3984617182607364
YNL255C,0.4442749041512084,-0.20506,0.9181647907999999,-0.5480736992222242
YNL263C,0.3856665983446654,-0.36497,1.2856667546,-0.413381262983743
YNL274C,0.41172123271395855,-0.37719,1.3137505142,-0.4732595025985652
YNL280C,0.3995937237547907,-0.48091,1.5521177438,-0.4453883040587848
YNL287W,0.4494197608421323,-0.94647,2.6220584245999996,-0.5598975059721716
YNL288W,0.3637944819998855,-0.42654000000000003,1.4271656972,-0.36311520264249686
YNL290W,0.37290649509186413,-0.427685,1.4297971133,-0.3840562488902203
YNL298W,0.3614257417239075,-0.7924,2.2679778319999997,-0.35767141111504974
YNL306W,0.3846146430137281,-0.248335,1.0176185303,-0.4109636802812896
YNL307C,0.3947155215074015,-0.47552999999999995,1.5397535353999998,-0.43417731721788
YNL308C,0.4600928473206454,-0.48733,1.5668720594,-0.5844261798553609
YNL313C,0.3924403437575721,-0.868245,2.4422832941,-0.42894854921677694
YNL315C,0.4020505783677367,-0.29816000000000004,1.1321253488,-0.45103459819316516
YNL323W,0.3919883047297083,-0.45203,1.4857463054,-0.42790968216372105
YNL326C,0.3299868050337448,-0.36411,1.2836903198,-0.2854190755924516
YNR001C,0.4571202018595412,-0.51112,1.6215457616,-0.5775945055095604
YNR014W,0.3529729968749512,-0.30974,1.1587382732,-0.33824548195807536
YNR016C,0.49598731596882356,-2.40046,5.9635891628,-0.666918129813231
YNR017W,0.3564531862951005,-0.32066,1.1838343988,-0.346243583679674
YNR019W,0.4263056326013683,-0.63654,1.9097834972,-0.5067770787318125
YNR021W,0.4515882108256579,-0.38861,1.3399957298,-0.5648809943553106
YNR030W,0.4195846719046643,-0.53677,1.6804940786,-0.4913311012778614
YNR035C,0.4449724335446866,-0.33254,1.2111367772,-0.5496767473237278
YNR037C,0.3518073428909316,-0.12057999999999999,0.7240145444,-0.33556659928508115
YNR043W,0.4340439468550705,-0.41226,1.3943476868,-0.5245611177833859
YNR046W,0.3898114712513956,-0.1546,0.802198628,-0.42290692700053234
YNR050C,0.5023556643598992,-0.50283,1.6024938494,-0.6815537407186332
YNR053C,0.4433185464445552,-0.523015,1.6488826127,-0.5458758170679479
YOL005C,0.3868391826790568,-0.12343000000000001,0.7305643574,-0.41607607284935477
YOL010W,0.4101414666977469,-0.3944,1.353302192,-0.469628915935428
YOL012C,0.406062719430781,-0.18683000000000002,0.8762689694000001,-0.4602552205414322
YOL016C,0.4099262523565421,-0.46819500000000003,1.5228963851000001,-0.46913431464075794
YOL021C,0.4129709653871782,-1.02176,2.7950883967999998,-0.47613161323350517
YOL025W,0.35670725822486665,-0.57878,1.7770406204,-0.3468274867072241
YOL027C,0.42902081607223896,-0.576425,1.7716284064999999,-0.5130170590808981
YOL038W,0.3989475967236747,-0.27567,1.0804392806,-0.44390338783841465
YOL039W,0.6867475705576692,-0.19718,0.9000551323999999,-1.1053195317042241
YOL040C,0.627138039422749,-0.159865,0.8142985457,-0.9683260994405734
YOL041C,0.4546279280903802,-0.39544999999999997,1.355715281,-0.57186681177875
YOL058W,0.5223230423305552,-0.49886,1.5933700748000001,-0.7274423694232353
YOL059W,0.41566634329766683,-0.5180799999999999,1.6375410943999997,-0.482326076839832
YOL060C,0.3804328077255767,-0.7674099999999999,2.2105463137999997,-0.40135307005876586
YOL061W,0.4136508226972875,-0.55907,1.7317434926,-0.4776940477064521
YOL077C,0.4497993117663092,-0.26837,1.0636625666,-0.5607697823150966
YOL077W-A,0.4408422110765561,-0.0726,0.613747868,-0.5401847526519197
YOL078W,0.357665963963942,-1.05784,2.8780067311999993,-0.3490307650626522
YOL086C,0.6170625027401919,-0.436475,1.4499981155000001,-0.9451707025474543
YOL088C,0.3924132706146412,-0.292225,1.1184856505,-0.4288863302611561
YOL097C,0.4714136119990621,-0.43054000000000003,1.4363584172000001,-0.6104433348240046
YOL111C,0.405181202388014,-0.21306999999999998,0.9365732125999999,-0.45822933570408597
YOL123W,0.4605921922867974,-0.5818099999999999,1.7840041057999998,-0.5855737644696719
YOL127W,0.6551949789207627,-0.14911000000000002,0.7895816198000001,-1.0328059966561185
YOL139C,0.5067222161229651,-0.22865,0.972378857,-0.6915888626494759
YOL144W,0.39366884276562986,-0.42062,1.4135604715999999,-0.4317718610671152
YOL145C,0.4266230983532801,-0.9502200000000001,2.6306765996,-0.5075066721735413
YOL151W,0.45649134995813756,-0.35973,1.2736242914,-0.5761492906467927
YOR001W,0.3591294544163849,-0.67657,2.0017796426,-0.3523941295506474
YOR007C,0.45763133253589006,-0.36747,1.2914122046,-0.5787691758073317
YOR008C,0.3355168860253421,-0.47487999999999997,1.5382597184,-0.2981281971257206
YOR020C,0.5214098021721264,-0.13762,0.7631755316,-0.7253435791559375
YOR022C,0.3795014965796549,-0.64885,1.938074093,-0.3992127494094312
YOR027W,0.47208896117062227,-0.58811,1.7984826398,-0.6119954087831005
YOR039W,0.36543833681057614,-0.3202,1.182777236,-0.3668930768913299
YOR043W,0.3775825155541751,-0.5022300000000001,1.6011149414,-0.3948025855962941
YOR046C,0.4554920633197982,-0.42508999999999997,1.4238333362,-0.5738527500802937
YOR061W,0.4148533870915157,-0.37983999999999996,1.3198406911999998,-0.4804577571459795
YOR063W,0.6339586222061548,-0.44198000000000004,1.4626495964000001,-0.9840010263817409
YOR065W,0.4614739305184946,-0.43909,1.4560078562,-0.587600157638994
YOR085W,0.4033512510375225,-0.37645999999999996,1.3120728428,-0.4540237781094134
YOR086C,0.4524731743320766,-1.192475,3.1874221954999995,-0.5669147997864918
YOR087W,0.3812295510057053,-0.67423,1.9964019014,-0.4031841295302918
YOR089C,0.4104432684696788,-0.19096000000000002,0.8857604528,-0.47032251073164644
YOR090C,0.3881890025711824,-0.6103099999999999,1.8495022357999997,-0.4191782019290399
YOR091W,0.4416504965428213,-0.34082999999999997,1.2301886893999998,-0.542042338144781
YOR096W,0.6438054998305728,-0.21897,0.9501324745999999,-1.0066309236006257
YOR099W,0.4331139934739365,-0.44472,1.4689466096000001,-0.5224239175219313
YOR103C,0.3917503403436084,-0.1415,0.77209247,-0.4273627971708739
YOR109W,0.3819343288310892,-1.04178,2.8410979603999995,-0.4048038358330325
YOR116C,0.4200584900521613,-1.521445,3.9434544700999994,-0.492420020668076
YOR117W,0.44291524889199196,-0.479695,1.5493254551,-0.544948966698598
YOR120W,0.4091607311926391,-0.31513,1.1711254634000001,-0.46737500921229935
YOR125C,0.4123488540932374,-0.28152999999999995,1.0939066154,-0.47470188949999637
YOR128C,0.4139357197358123,-0.55543,1.7233781174,-0.478348792382449
YOR131C,0.3619342260956154,-0.23937999999999998,0.9970383284,-0.3588399997284213
YOR142W,0.45783402431170495,-0.410555,1.3904292899,-0.5792349979926741
YOR151C,0.44031044708441797,-1.20383,3.2135180293999994,-0.5389626632804676
YOR153W,0.440364286534247,-1.54292,3.9928078856,-0.5390863960272756
YOR155C,0.3790240322971516,-0.50097,1.5982192346000001,-0.3981154505446678
YOR158W,0.39661811721876095,-0.27363,1.0757509934,-0.43854982462981196
YOR165W,0.4187584775424371,-0.75319,2.1778661942,-0.48943235791847806
YOR168W,0.4718702024971666,-0.78104,2.2418705072,-0.6114926619749383
YOR171C,0.3942507881214633,-0.622645,1.8778502861,-0.4331092762449845
YOR173W,0.4127412116559628,-0.3948,1.3542214639999999,-0.4756035978035005
YOR176W,0.4185192448151994,-0.44110000000000005,1.460627198,-0.48888255804939496
YOR187W,0.4790866454040336,-0.49557,1.5858090626,-0.6280773467346419
YOR195W,0.4236582991504833,-0.64439,1.9278242102,-0.5006930299416577
YOR196C,0.3924792690756725,-0.46364,1.5124281752,-0.429038006604329
YOR197W,0.4127895337287263,-0.445175,1.4699922815,-0.4757146506246841
YOR202W,0.3261269578262135,-0.2671,1.060743878,-0.27654845193704725
YOR204W,0.5126688840241249,-0.84372,2.3859204296,-0.7052553758865634
YOR206W,0.4530807637860804,-0.62218,1.8767816324,-0.5683111497178943
YOR210W,0.5050071210543214,-0.13484000000000002,0.7567865912,-0.6876472654646204
YOR211C,0.3964432406058456,-0.92515,2.5730612269999997,-0.43814792669554226
YOR212W,0.3617880181539796,-0.4723,1.532330414,-0.3585039875611128
YOR215C,0.4631742006511165,-0.1965,0.89849237,-0.5915076844523828
YOR216C,0.4257118234667171,-0.39302,1.3501307035999999,-0.5054123984547398
YOR217W,0.402349644663794,-0.88089,2.4713437802,-0.4517219063734381
YOR220W,0.3513683610864413,-0.27352499999999996,1.0755096844999998,-0.33455774008163763
YOR222W,0.40579529295780176,-0.46334,1.5117387212,-0.4596406263697608
YOR224C,0.4470292291253956,-0.15186000000000002,0.7959016148,-0.5544036337914016
YOR230W,0.4615168027148182,-0.50219,1.6010230142000001,-0.587698685663141
YOR234C,0.6189565289509598,-0.11025,0.700274345,-0.9495235157045168
YOR243C,0.4492456722513549,-0.6567000000000001,1.9561148060000002,-0.5594974190546189
YOR251C,0.3969513061127736,-0.32228999999999997,1.1875804321999999,-0.4393155526822541
YOR252W,0.4317209069209206,-0.16813,0.8332930034,-0.5192223538675212
YOR253W,0.4283847352643361,-0.19085,0.885507653,-0.5115552308897919
YOR254C,0.4175846781373232,-0.6459749999999999,1.9314668254999996,-0.4867347556016334
YOR259C,0.4495194983182018,-0.41414999999999996,1.398691247,-0.560126720644925
YOR261C,0.4431315353219517,-0.30573500000000003,1.1495340623,-0.5454460318462029
YOR270C,0.4730559199437258,-0.89824,2.5112172031999997,-0.6142176540962718
YOR271C,0.4109884404377523,-0.34835000000000005,1.247471003,-0.4715754140452335
YOR272W,0.4312304197424098,-0.473175,1.5343413215000001,-0.5180951260436113
YOR276W,0.49900717440402376,-0.18197500000000003,0.8651113055,-0.6738583080718392
YOR285W,0.3967365749486122,-0.15863,0.8114602933999999,-0.4388220618154015
YOR286W,0.3717504426293477,-0.15334,0.7993029212,-0.3813994322419143
YOR288C,0.36014069785927283,-0.29860000000000003,1.133136548,-0.35471814900622356
YOR289W,0.3562527461980441,-0.2364,0.990189752,-0.34578293625742096
YOR294W,0.46891645043910296,-0.21731,0.9463174958,-0.6047044080701376
YOR298C-A,0.5220927574519293,-0.236435,0.9902701883,-0.7269131333208749
YOR304W,0.4065858258639352,-0.9963299999999999,2.7366456793999996,-0.4614574132839786
YOR310C,0.5444074150675929,-0.47681999999999997,1.5427181876,-0.7781962331600407
YOR317W,0.4588816832666207,-0.7891,2.2603938379999997,-0.5816427068496823
YOR322C,0.34152101727025314,-0.85836,2.4195657848,-0.31192677147015035
YOR326W,0.4325366932973548,-1.523415,3.9479818846999994,-0.5210971778021147
YOR327C,0.4564425424252831,-0.13959,0.7677029462,-0.576037122150937
YOR332W,0.4974005984406768,-0.24475,1.009379555,-0.6701661073243945
YOR335C,0.5217875226680925,-0.98189,2.7034599602,-0.7262116488453567
YOR336W,0.3845543643765322,-1.27853,3.3851920753999996,-0.4108251491228587
YOR340C,0.41352656942096905,-0.33294999999999997,1.2120790309999998,-0.47740849131188257
YOR341W,0.4715013325045081,-1.69928,4.3521513104,-0.6106449323352103
YOR347C,0.3837839659889218,-0.5555350000000001,1.7236194263000002,-0.40905463495642025
YOR352W,0.3879622594964998,-0.30821,1.1552220577999999,-0.41865710552966595
YOR354C,0.3891215692582869,-0.63314,1.9019696852,-0.42132140803800977
YOR356W,0.40329858915695294,-0.69377,2.0413083386,-0.45390275162872606
YOR357C,0.3598568648093838,-0.16574,0.8278003532,-0.35406584956762954
YOR358W,0.3670600057994265,-0.34403999999999996,1.2375658472,-0.3706199641281259
YOR362C,0.4165627731376079,-0.33146,1.2086547427999998,-0.48438623396938774
YOR369C,0.6769250704061425,-0.20075,0.9082596350000001,-1.0827456583059885
YOR374W,0.47591540539638505,-0.60051,1.8269800718,-0.6207892663738641
YOR375C,0.5633344835322291,-0.5225299999999999,1.6477679954,-0.8216940433640982
YOR381W,0.34295549419552174,-0.74078,2.1493457804,-0.31522345765026416
YPL004C,0.4678140576112665,-0.37485,1.308372773,-0.6021709109210605
YPL006W,0.3677163322563194,-1.17144,3.1390799792,-0.372128320464828
YPL009C,0.421064365138057,-0.91688,2.5540552784,-0.49473170267297983
YPL010W,0.418564735605858,-0.24076,1.0002098168,-0.4889871040746707
YPL012W,0.4137083825381713,-1.13416,3.0534038288,-0.47782633058157453
YPL013C,0.3119180073814334,-0.14481,0.7796994458,-0.24389372620386252
YPL019C,0.4179848728530123,-0.806655,2.3007383879,-0.4876544750933357
YPL028W,0.5136426483124272,-0.46913,1.5250451834,-0.707493261498654
YPL030W,0.3957209828759982,-0.56438,1.7439468284,-0.43648804842596156
YPL036W,0.49031624517366457,-1.13197,3.0483708145999997,-0.6538849883332123
YPL037C,0.6128006787603792,-0.15831,0.8107248758000001,-0.9353762639135283
YPL045W,0.3696627285684263,-0.77119,2.2192334342,-0.37660148954138595
YPL048W,0.5295888856419564,-0.5000800000000001,1.5961738544000001,-0.7441405852046312
YPL050C,0.4420095699045888,-0.40898,1.3868096564,-0.5428675533633278
YPL053C,0.4088147881647071,-0.46312000000000003,1.5112331216000001,-0.46657996986436656
YPL061W,0.5600649218547964,-0.53662,1.6801493516,-0.8141800021082559
YPL063W,0.4479614080099762,-0.47529000000000005,1.5392019722,-0.556545948660367
YPL074W,0.3444702553740522,-0.73593,2.1381996074,-0.31870465149553917
YPL078C,0.4854092177513317,-0.28814999999999996,1.109120567,-0.6426077560517556
YPL079W,0.6087834936921139,-0.18461000000000002,0.8711670098000001,-0.9261440495333424
YPL082C,0.3798687778609168,-1.7696100000000001,4.513782309800001,-0.40005682790440167
YPL087W,0.38128392023757796,-0.37333999999999995,1.3049025211999998,-0.4033090798115969
YPL088W,0.38783156418596065,-0.37659,1.3123716062,-0.4183567441808911
YPL091W,0.4501242621078798,-0.5032300000000001,1.6034131214000003,-0.5615165766910872
YPL093W,0.5138038278984781,-0.69057,2.0339541625999997,-0.7078636811997243
YPL094C,0.4218675508811989,-0.2765,1.08234677,-0.49657756808415376
YPL103C,0.3473386869653505,-0.52622,1.6562482796,-0.3252968236100291
YPL105C,0.4022736312620031,-0.7952100000000001,2.2744357178,-0.4515472138937102
YPL106C,0.5868257458109495,-0.68368,2.0181197024,-0.8756811925078078
YPL111W,0.4292280923324278,-0.39088,1.3452125984,-0.513493417236539
YPL112C,0.3636596626949589,-0.36868,1.2941930024,-0.36280536361230065
YPL116W,0.38806945975595863,-0.6696,1.985761328,-0.418903471021949
YPL118W,0.40021804323787774,-0.36577499999999996,1.2875167895,-0.44682310260842584
YPL123C,0.3874287997421963,-0.42679,1.4277402422,-0.41743111899152063
YPL126W,0.4007893560351603,-0.799655,2.2846511278999997,-0.4481360822528847
YPL127C,0.42923093017553815,-0.31551,1.1719987718,-0.5134999391108183
YPL129W,0.4012091849811007,-0.252135,1.0263516143,-0.44910092473986596
YPL131W,0.6375265647410002,-0.31316000000000005,1.1665980488,-0.9922008005564718
YPL141C,0.35625866827864816,-0.7668250000000001,2.2092018785,-0.34579654626462364
YPL145C,0.44659154095504605,-0.567215,1.7504621687000002,-0.5533977475920677
YPL154C,0.5146070183717424,-0.49588,1.5865214984,-0.7097095574815708
YPL158C,0.3832419579447842,-0.6290899999999999,1.8926620561999998,-0.40780900290954414
YPL160W,0.491367718927872,-1.0784,2.925257312,-0.6563014642856568
YPL169C,0.3724265627632821,-0.605455,1.8383445719,-0.38295327801131973
YPL173W,0.39460745869903274,-0.29413,1.1228636834,-0.433928969432943
YPL178W,0.40476883299590555,-0.21966,0.9517182188,-0.45728163661453014
YPL190C,0.4336361849053508,-0.829405,2.3530219828999996,-0.523624007425779
YPL199C,0.3751107914738133,-0.21509999999999999,0.941238518,-0.38912211874928826
YPL203W,0.3783082778174265,-0.45099,1.4833561982,-0.3964705179144532
YPL204W,0.4050467179667445,-0.52463,1.6525941734,-0.45792026629681293
YPL206C,0.3636315866974287,-0.36052,1.2754398536,-0.3627408399162966
YPL208W,0.3654696118467429,-0.55488,1.7221141184000002,-0.3669649525539477
YPL210C,0.41083559613211973,-0.58151,1.7833146518,-0.47122415031891485
YPL211W,0.42055979709734254,-0.21555000000000002,0.9422726990000001,-0.4935721144931706
YPL215W,0.3646592004239447,-0.34316,1.2355434488,-0.3651024812303012
YPL218W,0.4931897195433651,-0.21571,0.9426404078,-0.6604887496601708
YPL226W,0.4744429109616142,-1.21032,3.2284332175999997,-0.6174052091137625
YPL228W,0.4035010039511345,-0.505885,1.6095147893000001,-0.45436793726041824
YPL231W,0.5324329238606714,-2.05098,5.1604212164000005,-0.7506766969581178
YPL232W,0.4454841556976367,-0.33496,1.2166983728,-0.5508527769411948
YPL234C,0.412796565152466,-0.220695,0.9540968351000001,-0.4757308101020943
YPL235W,0.4509799196228314,-0.49798000000000003,1.5913476764,-0.5634830316787987
YPL240C,0.6010606806622979,-0.72633,2.1161370794,-0.9083956350844797
YPL243W,0.41457427032129773,-0.53689,1.6807698602,-0.479816296567
YPL262W,0.4489017581115155,-0.51291,1.6256595038,-0.5587070424567226
YPL266W,0.4208938096939687,-0.31976,1.1817660368,-0.494339735562485
YPL271W,0.407151850771015,-0.07823000000000001,0.6266866214,-0.4627582404049313
YPR004C,0.3853767586420303,-0.35679,1.2668676422,-0.41271515917594115
YPR010C,0.4361858043687168,-1.23323,3.2810845214,-0.5294834918840976
YPR010C-A,0.4209156823511584,-0.10286,0.6832907948,-0.49439000286578516
YPR020W,0.3720989613284461,-0.11967,0.7219232006,-0.38220039094580827
YPR024W,0.419804652413618,-0.96324,2.6605989032,-0.49183665608392857
YPR028W,0.4751117150766624,-0.21677000000000002,0.9450764786000001,-0.618942241354884
YPR033C,0.4880432397360695,-0.55633,1.7254464794,-0.6486612126966402
